"Report.Submission.Source","Incident.City","Date.of.Incident","Hazardous.Class","Total.Hazmat.Fatalities","Total.Hazmat.Hosp.Injuries","Total.Hazmat.NonHosp.Injuries","Total.Amount.of.Damages","Origin.State","Mode.of.Transportation","HMIS.Serious.Injury","HMIS.Serious.Incident.Ind","year","month"
"Paper","NORTH SALT LAKE",2000-05-31,"CORROSIVE MATERIAL",0,0,0,125,"UTAH","Highway","No","No",2000,5
"Paper","OGDEN",1998-07-02,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Rail","No","No",1998,7
"Paper","NORTH SALT LAKE",2003-06-11,"CORROSIVE MATERIAL",0,0,0,525,"CALIFORNIA","Highway","No","No",2003,6
"Paper","SALT LAKE CITY",1997-02-12,"CORROSIVE MATERIAL",0,0,0,0,"KENTUCKY","Highway","No","No",1997,2
"Paper","OGDEN",1995-02-10,"FLAMMABLE GAS",0,0,0,0,"CALIFORNIA","Rail","No","No",1995,2
"Paper","WOODS CROSS",1999-02-11,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,352500,"TEXAS","Rail","No","Yes",1999,2
"XML","N SALT LAKE",2009-02-10,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2009,2
"Paper","SALT LAKE CITY",2005-02-02,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,2099,"GEORGIA","Highway","No","No",2005,2
"Paper","SALT LAKE CITY",2000-01-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"FLORIDA","Highway","No","No",2000,1
"XML","Salt Lake City",2014-11-28,"OXIDIZER",0,0,0,2276,"ILLINOIS","Rail","No","No",2014,11
"Paper","NORTH SALT LAKE",2001-10-23,"POISONOUS MATERIALS",0,0,0,525,"UTAH","Highway","No","No",2001,10
"Paper","BLANDING",1996-05-09,"RADIOACTIVE MATERIAL",0,0,0,0,"ILLINOIS","Highway","No","No",1996,5
"Web","SALT LAKE CITY",2013-08-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2013,8
"Paper","OGDEN",2013-07-17,"INFECTIOUS SUBSTANCE (ETIOLOGIC)",0,0,4,0,"MASSACHUSETTS","Highway","No","No",2013,7
"Paper","CLEARFIELD",1990-05-04,"CORROSIVE MATERIAL",0,0,0,375,"UTAH","Highway","No","No",1990,5
"XML","N Salt Lake",2014-05-21,"CORROSIVE MATERIAL",0,0,0,0,"DELAWARE","Highway","No","No",2014,5
"Paper","SALT LAKE CITY",2013-02-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,9075,"TEXAS","Highway","No","No",2013,2
"Web","SALT LAKE CITY",2009-08-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2009,8
"Paper","SALT LAKE CITY",2007-08-10,"CORROSIVE MATERIAL",0,0,0,0,"TEXAS","Highway","No","No",2007,8
"Paper","SALT LAKE CITY",2006-07-31,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,1500,"ARIZONA","Highway","No","No",2006,7
"Paper","SALT LAKE CITY",2006-08-04,"CORROSIVE MATERIAL",0,0,0,0,"MINNESOTA","Highway","No","No",2006,8
"Paper","SALT LAKE CITY",2014-04-09,"CORROSIVE MATERIAL",0,0,0,0,"COLORADO","Highway","No","No",2014,4
"Web","SALT LAKE CITY",2005-01-06,"ORGANIC PEROXIDE",0,0,0,0,"UTAH","Highway","No","No",2005,1
"Paper","SALT LAKE CITY",1996-08-28,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,175,"NEW YORK","Highway","No","No",1996,8
"Paper","SALT LAKE CITY",2006-08-04,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"ALABAMA","Highway","No","No",2006,8
"XML","NORTH SALT LAKE",2008-06-05,"FLAMMABLE GAS",0,0,0,0,"PENNSYLVANIA","Highway","No","No",2008,6
"Paper","SALT LAKE",2004-02-25,"CORROSIVE MATERIAL",0,0,0,100,"NEW YORK","Highway","No","No",2004,2
"Paper","SALT LAKE CITY",1998-07-01,"POISONOUS MATERIALS",0,0,0,300,"CALIFORNIA","Highway","No","No",1998,7
"Paper","SALT LAKE CITY",1987-02-01,"POISONOUS MATERIALS",0,0,0,0,"COLORADO","Highway","No","No",1987,2
"Paper","WEST VALLEY",1995-05-04,"CORROSIVE MATERIAL",0,0,0,620,"CALIFORNIA","Highway","No","No",1995,5
"XML","N Salt Lake",2011-03-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2011,3
"Paper","NORTH SALT LAKE",2003-02-12,"CORROSIVE MATERIAL",0,0,0,525,"CALIFORNIA","Highway","No","No",2003,2
"Web","SALT LAKE CITY",2013-08-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"VIRGINIA","Highway","No","No",2013,8
"Paper","ESCALANTE",1983-09-13,"COMBUSTIBLE LIQUID",0,0,0,0,"WYOMING","Highway","No","Yes",1983,9
"Paper","BONANZA",2008-01-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,37433,"OKLAHOMA","Highway","No","Yes",2008,1
"Paper","SALT LAKE CITY",1993-06-10,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,60,"ILLINOIS","Highway","No","No",1993,6
"Web","SALT LAKE CITY",2013-03-27,"CORROSIVE MATERIAL",0,0,0,3000,"ILLINOIS","Highway","No","No",2013,3
"Paper","SALT LAKE CITY",2000-12-05,"CORROSIVE MATERIAL",0,0,0,150,"ILLINOIS","Highway","No","No",2000,12
"XML","NORTH SALT LAKE",2007-07-18,"CORROSIVE MATERIAL",0,0,0,0,"OKLAHOMA","Highway","No","No",2007,7
"Paper","SALT LAKE CITY",2012-12-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ARIZONA","Highway","No","No",2012,12
"Paper","NORTH SALT LAKE",1999-08-16,"CORROSIVE MATERIAL",0,0,0,125,"CALIFORNIA","Highway","No","No",1999,8
"Paper","OGDEN",1998-09-01,"CORROSIVE MATERIAL",0,0,0,0,"WYOMING","Rail","No","No",1998,9
"Paper","NORTH SALT LAKE",1996-12-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"VIRGINIA","Highway","No","No",1996,12
"Paper","SALT LAKE CITY",2000-07-21,"CORROSIVE MATERIAL",0,0,0,0,"MONTANA","Highway","No","No",2000,7
"Paper","SALT LAKE CITY",2004-04-21,"COMBUSTIBLE LIQUID",0,0,0,0,"OKLAHOMA","Rail","No","No",2004,4
"Web","SALT LAKE CITY",2006-09-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,700,"CALIFORNIA","Highway","No","No",2006,9
"Web","HEBER CITY",2013-07-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,25000,"UTAH","Highway","No","No",2013,7
"Paper","SALT LAKE CITY",2009-09-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2009,9
"Paper","SALT LAKE CITY",1997-01-15,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,200,"KENTUCKY","Highway","No","No",1997,1
"Paper","SALT LAKE CITY",2010-04-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",2010,4
"Paper","ARAGONITE",1999-07-21,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,3500,"MONTANA","Highway","No","No",1999,7
"Web","SALT LAKE CITY",2013-01-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2013,1
"Paper","OGDEN",1995-12-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,20,"OREGON","Highway","No","No",1995,12
"XML","NORTH SALT LAKE",2008-07-29,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"GEORGIA","Highway","No","No",2008,7
"Paper","MINERSVILLE",1999-10-12,"FLAMMABLE GAS",0,0,0,50326,"TEXAS","Highway","No","No",1999,10
"Paper","SALT LAKE CITY",1994-08-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,600,"CALIFORNIA","Highway","No","No",1994,8
"Paper","SALT LAKE CITY",2005-06-14,"FLAMMABLE GAS",0,0,0,0,"UTAH","Highway","No","No",2005,6
"Paper","LINDON",1984-03-08,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1984,3
"Paper","SALT LAKE CITY",1997-07-16,"CORROSIVE MATERIAL",0,0,0,475,"TEXAS","Highway","No","No",1997,7
"Paper","SALT LAKE CITY",2002-06-05,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,200,"COLORADO","Highway","No","No",2002,6
"XML","NORTH SALT LAKE",2005-09-27,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2005,9
"Paper","SALT LAKE CITY",2010-03-11,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WASHINGTON","Highway","No","No",2010,3
"Paper","SALT LAKE",1996-06-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,80,"MISSOURI","Highway","No","No",1996,6
"XML","SALT LAKE CITY",2010-08-04,"CORROSIVE MATERIAL",0,0,0,0,"ARIZONA","Highway","No","No",2010,8
"Paper","SALT LAKE CITY",2011-05-18,"POISONOUS MATERIALS",0,0,0,0,"WASHINGTON","Highway","No","No",2011,5
"Paper","CEDAR CITY",2005-03-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2005,3
"XML","N Salt Lake",2012-11-03,"CORROSIVE MATERIAL",0,0,0,0,"LOUISIANA","Highway","No","No",2012,11
"Paper","SALT LAKE CITY",1994-03-21,"CORROSIVE MATERIAL",0,0,0,84,"CALIFORNIA","Highway","No","No",1994,3
"Paper","OGDEN",2000-02-10,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WYOMING","Rail","No","No",2000,2
"Paper","SALT LAKE CITY",1996-02-20,"CORROSIVE MATERIAL",0,0,0,840,"CALIFORNIA","Highway","No","No",1996,2
"Paper","RIVERTON",1978-11-01,"CORROSIVE MATERIAL",0,0,0,0,"OREGON","Highway","No","No",1978,11
"Paper","NORTH SALT LAKE",2003-08-14,"CORROSIVE MATERIAL",0,0,0,525,"CALIFORNIA","Highway","No","No",2003,8
"Paper","WEST VALLEY CITY",1999-08-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,430,"GEORGIA","Highway","No","No",1999,8
"XML","NORTH SALT LAKE",2006-07-28,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2006,7
"XML","Salt Lake City",2012-02-10,"CORROSIVE MATERIAL",0,0,0,0,"TEXAS","Highway","No","No",2012,2
"Paper","SALT LAKE CITY",2014-05-05,"CORROSIVE MATERIAL",0,0,0,2000,"OHIO","Highway","No","No",2014,5
"Paper","WEST VALLEY CITY",2002-07-20,"POISONOUS MATERIALS",0,0,0,2330,"ARKANSAS","Highway","No","No",2002,7
"Web","SALT LAKE CITY",2005-03-10,"POISONOUS MATERIALS",0,0,0,0,"OKLAHOMA","Highway","No","No",2005,3
"Paper","SALT LAKE",1995-08-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WYOMING","Rail","No","No",1995,8
"Paper","SALT LAKE CITY",1991-10-10,"FLAMMABLE GAS",0,0,0,1,"UTAH","Rail","No","No",1991,10
"Paper","SALT LAKE CITY",2000-06-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,185,"ILLINOIS","Highway","No","No",2000,6
"Paper","SALT LAKE CITY",1993-09-06,"CORROSIVE MATERIAL",0,0,0,125,"NEW JERSEY","Highway","No","No",1993,9
"Paper","SALT LAKE CITY",2002-07-11,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2002,7
"Paper","LEHI",1980-02-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1980,2
"Paper","SALT LAKE CITY",2011-12-31,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ARIZONA","Highway","No","No",2011,12
"Paper","SALT LAKE CITY",2011-12-23,"CORROSIVE MATERIAL",0,0,0,0,"TEXAS","Highway","No","No",2011,12
"Paper","SALT LAKE CITY",2007-08-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,510,"MASSACHUSETTS","Highway","No","No",2007,8
"Paper","WEST VALLEY CITY",1994-06-15,"CORROSIVE MATERIAL",0,0,0,450,"NEW JERSEY","Highway","No","No",1994,6
"Paper","SALT LAKE CITY",1995-10-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,155,"NEW JERSEY","Highway","No","No",1995,10
"Paper","NORTH SALT LAKE",1999-12-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,NA,"Highway","No","No",1999,12
"Paper","NORTH SALT LAKE",1999-10-13,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"MICHIGAN","Highway","No","No",1999,10
"XML","NORTH SALT LAKE",2007-07-18,"CORROSIVE MATERIAL",0,0,0,0,"IOWA","Highway","No","No",2007,7
"Web","SALT LAKE CITY",2012-09-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2012,9
"Paper","CLEARFIELD",1988-08-17,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",1988,8
"Paper","SALT LAKE CITY",2006-10-28,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",2006,10
"XML","N Salt Lake",2012-07-10,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2012,7
"Web","SALT LAKE CITY",2012-09-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"KANSAS","Highway","No","No",2012,9
"Paper","BRIDGELAND",2003-11-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,86,"ARIZONA","Highway","No","No",2003,11
"XML","Salt Lake City",2014-03-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,2464,"ILLINOIS","Rail","No","No",2014,3
"Paper","SALT LAKE CITY",2005-04-07,"CORROSIVE MATERIAL",0,0,0,0,"FLORIDA","Highway","No","No",2005,4
"Web","SALT LAKE CITY",2008-08-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,500,"OHIO","Highway","No","No",2008,8
"Paper","WEST VALLEY",1984-01-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1984,1
"Web","SALT LAKE CITY",2010-11-18,"COMBUSTIBLE LIQUID",0,0,0,0,"VIRGINIA","Highway","No","No",2010,11
"Paper","SALT LAKE CITY",1999-03-19,"CORROSIVE MATERIAL",0,0,0,400,"CALIFORNIA","Highway","No","No",1999,3
"Paper","SALT LAKE CITY",2012-06-28,"ORGANIC PEROXIDE",0,0,0,0,"MARYLAND","Air","No","No",2012,6
"XML","SALT LAKE CITY",2009-08-18,"CORROSIVE MATERIAL",0,0,1,1000,"LOUISIANA","Rail","No","No",2009,8
"Web","SALT LAKE CITY",2008-05-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2008,5
"Paper","OGDEN",1995-10-17,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Rail","No","No",1995,10
"XML","NORTH SALT LAKE",2008-01-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"IDAHO","Highway","No","No",2008,1
"Paper","SALT LAKE CITY",2006-10-28,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2006,10
"Web","SALT LAKE CITY",2007-11-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WASHINGTON","Highway","No","No",2007,11
"Paper","SALT LAKE CITY",2000-01-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"KANSAS","Highway","No","No",2000,1
"Web","SALT LAKE CITY",2012-01-25,"OXIDIZER",0,0,0,0,"OHIO","Highway","No","No",2012,1
"Paper","GARFIELD",1995-09-24,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Rail","No","No",1995,9
"Paper","WEST VALLEY CITY",1994-07-05,"CORROSIVE MATERIAL",0,0,0,395,"CALIFORNIA","Highway","No","No",1994,7
"Paper","SALT LAKE CITY",1990-03-23,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,145,"MONTANA","Highway","No","No",1990,3
"Paper","SALT LAKE CITY",2003-06-11,"CORROSIVE MATERIAL",0,0,0,75,"NEW YORK","Highway","No","No",2003,6
"Paper","SALT LAKE CITY",1972-09-27,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"GEORGIA","Highway","No","No",1972,9
"Paper","NORTH SALT LAKE",2002-04-23,"CORROSIVE MATERIAL",0,0,0,525,"TEXAS","Highway","No","No",2002,4
"Paper","WEST VALLEY CITY",2010-02-15,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"ARIZONA","Highway","No","No",2010,2
"Paper","SALT LAKE CITY",2004-08-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2004,8
"XML","NORTH SALT LAKE",2007-09-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"GEORGIA","Highway","No","No",2007,9
"Paper","WEST VALLEY CITY",2005-11-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,700,"CALIFORNIA","Highway","No","No",2005,11
"Paper","WEST VALLEY CITY",1994-09-01,"FLAMMABLE SOLID",0,0,0,535,"OREGON","Highway","No","No",1994,9
"Paper","SALT LAKE CITY",2007-08-31,"CORROSIVE MATERIAL",0,0,0,0,"IDAHO","Highway","No","No",2007,8
"Paper","WEST VALLEY CITY",2001-11-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,500,"ARKANSAS","Highway","No","No",2001,11
"Paper","WEST VALLEY CITY",2008-04-06,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2008,4
"XML","NORTH SALT LAKE",2005-10-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MISSOURI","Highway","No","No",2005,10
"Web","PAYSON",2008-01-28,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,108420,"UTAH","Highway","No","Yes",2008,1
"Paper","BRIGHAM CITY",1992-12-18,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,250,"UTAH","Highway","No","No",1992,12
"Paper","SALT LAKE CITY",1999-11-04,"INFECTIOUS SUBSTANCE (ETIOLOGIC)",0,0,0,0,"CALIFORNIA","Highway","No","No",1999,11
"Paper","WEST VALLEY CITY",1994-07-27,"POISONOUS MATERIALS",0,0,0,505,"TENNESSEE","Highway","No","No",1994,7
"Paper","SALT LAKE CITY",2013-01-30,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"WISCONSIN","Highway","No","No",2013,1
"Paper","SALT LAKE CITY",2012-09-24,"CORROSIVE MATERIAL",0,0,0,0,"TEXAS","Highway","No","No",2012,9
"Paper","SALT LAKE CITY",1994-12-12,"CORROSIVE MATERIAL",0,0,0,86,"COLORADO","Highway","No","No",1994,12
"Paper","SALT LAKE CITY",1998-02-23,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Air","No","No",1998,2
"Paper","NORTH SALT LAKE",2001-04-26,"CORROSIVE MATERIAL",0,0,0,125,"CALIFORNIA","Highway","No","No",2001,4
"Paper","SALT LAKE CITY",2001-06-20,"CORROSIVE MATERIAL",0,0,0,525,"UTAH","Highway","No","No",2001,6
"Paper","SALT LAKE CITY",1996-06-10,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,100,"ILLINOIS","Highway","No","No",1996,6
"Paper","NORTH SALT LAKE",2001-09-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,525,"PENNSYLVANIA","Highway","No","No",2001,9
"Paper","SALT LAKE CITY",1999-06-08,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,300,"VIRGINIA","Highway","No","No",1999,6
"Paper","SALT LAKE CITY",2000-02-18,"CORROSIVE MATERIAL",0,0,0,900,"NEW YORK","Highway","No","No",2000,2
"Paper","NORTH SALT LAKE",2004-08-09,"CORROSIVE MATERIAL",0,0,0,525,"NEW YORK","Highway","No","No",2004,8
"Paper","SALT LAKE CITY",1995-05-16,"CORROSIVE MATERIAL",0,0,0,105,"TEXAS","Highway","No","No",1995,5
"Paper","SALT LAKE CITY",1999-09-10,"CORROSIVE MATERIAL",0,0,0,500,NA,"Highway","No","No",1999,9
"Paper","NORTH SALT LAKE",2002-03-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,525,"MISSOURI","Highway","No","No",2002,3
"Paper","SALT LAKE CITY",2007-09-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MINNESOTA","Highway","No","No",2007,9
"Paper","SALT LAKE CITY",1993-12-09,"CORROSIVE MATERIAL",0,0,0,20,"MASSACHUSETTS","Highway","No","No",1993,12
"Paper","SALT LAKE CITY",2008-04-28,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2008,4
"Paper","DELTA",1990-07-30,"CORROSIVE MATERIAL",0,0,0,1000,"NEW MEXICO","Highway","No","Yes",1990,7
"Paper","SALT LAKE CITY",1994-07-31,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",1994,7
"Paper","SALT LAKE CITY",1990-02-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"SOUTH CAROLINA","Air","No","No",1990,2
"XML","N Salt Lake",2014-04-02,"FLAMMABLE SOLID",0,0,0,0,"KANSAS","Highway","No","No",2014,4
"XML","Salt Lake City",2012-12-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NORTH CAROLINA","Highway","No","No",2012,12
"Paper","SALT LAKE CITY",1997-05-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,200,"NEW YORK","Highway","No","No",1997,5
"Paper","OREM",1997-04-29,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"FLORIDA","Air","No","No",1997,4
"Paper","SALT LAKE",1998-01-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Rail","No","No",1998,1
"XML","N Salt Lake",2012-02-02,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WASHINGTON","Highway","No","No",2012,2
"Paper","SALT LAKE CITY",1997-10-29,"FLAMMABLE GAS",0,0,0,0,"MINNESOTA","Highway","No","No",1997,10
"Paper","SALT LAKE CITY",1982-07-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1982,7
"Paper","NORTH SALT LAKE",2003-05-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,525,"CALIFORNIA","Highway","No","No",2003,5
"Paper","WEST VALLEY CITY",2003-06-05,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"CALIFORNIA","Highway","No","No",2003,6
"Paper","OGDEN",1996-02-05,"OXIDIZER",0,0,0,40,"ILLINOIS","Highway","No","No",1996,2
"Paper","SALT LAKE CITY",1996-09-18,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",1996,9
"XML","Ogden",2014-04-11,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,792,"INDIANA","Rail","No","No",2014,4
"XML","N Salt Lake",2011-07-21,"COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2011,7
"Paper","NORTH SALT LAKE",1999-10-20,"CORROSIVE MATERIAL",0,0,0,125,"TEXAS","Highway","No","No",1999,10
"Paper","SALT LAKE CITY",2007-12-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Air","No","No",2007,12
"Paper","SALT LAKE CITY",1997-09-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"NEVADA","Highway","No","No",1997,9
"Paper","SALT LAKE CITY",2007-11-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2007,11
"Paper","SALT LAKE CITY",1991-08-13,"CORROSIVE MATERIAL",0,0,0,125,"CALIFORNIA","Highway","No","No",1991,8
"Paper","SALT LAKE CITY",1994-02-15,"CORROSIVE MATERIAL",0,0,0,25,"OHIO","Highway","No","No",1994,2
"Paper","OGDEN",1995-07-11,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Rail","No","No",1995,7
"Web","SALT LAKE CITY",2013-08-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2013,8
"Paper","SALT LAKE CITY",1997-09-29,"CORROSIVE MATERIAL",0,0,0,150,"UTAH","Highway","No","No",1997,9
"Paper","SALT LAKE CITY",2004-08-05,"CORROSIVE MATERIAL",0,0,0,0,"COLORADO","Highway","No","No",2004,8
"Paper","SALT LAKE CITY",2000-08-01,"CORROSIVE MATERIAL",0,0,0,170,"INDIANA","Highway","No","No",2000,8
"Paper","JUAB COUNTY",1972-01-13,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1972,1
"Paper","SALT LAKE",1987-06-13,"OXIDIZER",0,0,0,0,"NEVADA","Highway","No","No",1987,6
"Paper","WEST VALLEY CITY",2001-02-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,351,"WASHINGTON","Highway","No","No",2001,2
"Paper","SALT LAKE CITY",1998-10-29,"CORROSIVE MATERIAL",0,0,0,125,"ILLINOIS","Highway","No","No",1998,10
"Paper","NORTH SALT LAKE",2001-02-13,"CORROSIVE MATERIAL",0,0,0,125,"PENNSYLVANIA","Highway","No","No",2001,2
"Paper","OREM",2001-02-26,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2001,2
"XML","N Salt Lake",2012-11-21,"OXIDIZER",0,0,0,0,"PENNSYLVANIA","Highway","No","No",2012,11
"Paper","CEDAR CITY",1990-03-01,"CORROSIVE MATERIAL",0,0,0,175,"UTAH","Highway","No","No",1990,3
"Paper","WEST VALLEY",2001-07-20,"POISONOUS MATERIALS",0,0,0,2310,"TENNESSEE","Highway","No","No",2001,7
"XML","Salt Lake City",2013-06-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2013,6
"Paper","SALT LAKE CITY",2013-01-18,"CORROSIVE MATERIAL",0,0,0,3300,"CALIFORNIA","Highway","No","No",2013,1
"XML","Logan",2012-11-21,"OXIDIZER",0,0,0,0,"PENNSYLVANIA","Highway","No","No",2012,11
"Paper","SALT LAKE CITY",2006-03-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,5880,"VIRGINIA","Rail","No","No",2006,3
"Paper","SALT LAKE CITY",1999-09-08,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"OHIO","Highway","No","No",1999,9
"XML","N Salt Lake",2011-09-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2011,9
"Paper","SALT LAKE CITY",1993-07-31,"CORROSIVE MATERIAL",0,0,0,25,NA,"Highway","No","No",1993,7
