"name_org","city","state","formation_yr","exempt_status.501c3","gross_receipts","voting_memb_ct","income_tot_unrelated","fundraise_expense_tot_curyr","asset_tot_beginyr","rev_giftsgrants_tot_curyr","rev_investmt_curyr","rev_prgmservice_curyr","rev_tot_curyr","grants_expense_tot_curyr","benefits_expense_tot_curyr","salaries_expense_tot_curyr","expense_tot_curyr","rev_less_expense_curyr","asset_tot_endyr","liability_tot_endyr","asset_net_endyr","delegate_management","memb_elect_board","conflict_interest_policy","enforce_conflict_policy","whistleblower_policy"
"Grants Pass - Merlin Lodge #2454 - Loyal Order of Moose Inc","Merlin","OR",1940,"",367591,7,0,0,315119,6736,0,360855,367591,474,0,0,383558,-15967,256784,132632,124152,"no","yes","no","","no"
"DISABLED AMERICAN VETERANS CHPTR 7","LINCOLN","NE",1979,"",269183,5,0,0,270035,68571,0,122784,207708,4655,0,54789,201599,6109,276519,1669,274850,"no","yes","yes","yes","no"
"Town Lake Chapter The Links Inc","Austin","TX",1986,"",206712,52,0,81512,61415,206712,0,0,206712,0,0,0,188693,18019,79434,0,79434,"no","no","yes","yes","no"
"HAWKEYE COMMUNITY COLLEGE FDN","WATERLOO","IA",1968,"true",2594155,18,0,27327,8899526,1176714,408261,13875,1665672,525254,0,0,610910,1054762,10136936,10288,10126648,"no","no","yes","yes","yes"
"MCDOWELL TECHNICAL COMMUNITY COLLEGE FOUNDATION INC","MARION","NC",1977,"true",44049,17,0,0,664418,20729,16030,0,41942,151232,0,0,158363,-116421,557075,0,557075,"no","no","yes","yes","yes"
"UNITED WAY OF SOUTH MISSISSIPPI","GULFPORT","MS",1992,"true",1468336,19,0,220470,3293951,1340947,16451,0,1468336,899671,0,417650,1641586,-173250,2532748,227814,2304934,"no","no","yes","yes","yes"
"MULLINS-ROBERTS APARTMENTS INC","LOUISVILLE","KY",1995,"true",65748,4,0,0,416597,43909,38,21637,65748,0,0,0,75372,-9624,408443,32871,375572,"yes","no","yes","yes","yes"
"SUMAC TRAIL APARTMENTS INC","Superior","WI",2003,"true",43879,6,0,0,354375,22988,39,20852,43879,0,0,8547,62202,-18323,342622,40670,301952,"yes","yes","yes","yes","yes"
"BETTER BUSINESS BUREAU GREATER HAMPTON ROADS","NORFOLK","VA",NA,"",1296086,13,48930,5249,1429866,0,9114,1235642,1296086,0,0,815734,1251311,44775,1474157,0,1474157,"no","no","yes","yes","no"
"KENOSHA COUNTRY CLUB","KENOSHA","WI",1898,"",3012529,7,256506,0,1705906,410000,0,1525145,2581557,0,0,1394344,2563191,18366,1586225,2208948,-622723,"no","yes","yes","yes","no"
"HUMAN RIGHTS INITIATIVE OF NORTH TEXAS INC","DALLAS","TX",1999,"true",3850691,12,0,163976,1552739,3842251,4208,0,3850691,0,0,736502,3917851,-67160,1498497,30133,1468364,"no","no","yes","yes","yes"
"Karis Community","Denver","CO",1976,"true",488686,10,0,60376,2301478,315710,201,161715,477626,0,0,328559,544451,-66825,2232858,22096,2210762,"no","no","yes","yes","yes"
"CHRISTIAN FELLOWSHIP HOME OF NASH AND EDGECOMBE COUNTIES INC","ROCKY MOUNT","NC",NA,"true",198436,8,0,0,151945,154180,693,43563,198436,0,0,86898,193963,4473,147172,956,146216,"no","no","yes","yes","no"
"BPOELKS #1511","BRADENTON","FL",1925,"",550336,9,0,0,914511,279670,0,0,334303,0,0,19137,321309,12994,945439,149734,795705,"no","yes","yes","yes","no"
"Cambridge Area Volunteer Ambulance Service Inc","Cambridge Springs","PA",1975,"true",137425,4,0,0,385513,17679,25023,78878,137425,0,0,32807,101214,36211,371144,32316,338828,"no","no","no","","no"
"Vital Aging of Williamsburg County Inc","Kingstee","SC",1997,"true",1009565,15,0,4424,770050,191581,5406,777265,980239,0,0,463389,906431,73808,841134,50753,790381,"no","yes","yes","yes","no"
"BENEVOLENT & PROTECTIVE ELKS 1531","ELMHURST","IL",1940,"",195559,9,0,0,334645,40657,1441,16161,111163,0,0,2000,122537,-11374,325286,4681,320605,"no","no","no","","no"
"THE M25 INITIATIVE","BRIDGETON","NJ",NA,"true",226768,15,0,0,50585,195049,69,0,207517,0,0,0,200195,7322,57907,0,57907,"no","no","no","","no"
"Brookings Ice Skating Association Inc","Brookings","SD",1986,"true",368070,4,0,0,133899,0,5186,136175,306982,0,0,65008,290078,16904,163043,12240,150803,"no","no","no","no","no"
"BPO ELKS 143","WEST LAFAYETTE","IN",NA,"",227738,10,586,0,35050,0,23,14232,14660,0,0,0,15913,-1253,30059,12355,17704,"no","no","no","","no"
"COOPER LANDING SENIOR CITIZEN CORPORATION INC","COOPER LANDING","AK",1999,"true",201279,7,0,0,2890316,30839,190,21740,87955,0,0,0,167561,-79606,2797484,895286,1902198,"no","yes","no","no","no"
"ROSA M TARBUTTON MEMORIAL LIBRARY FOUNDATION INC","SANDERSVILLE","GA",2014,"true",31980,3,0,0,412418,0,4481,0,31980,16340,0,0,16700,15280,427698,0,427698,"no","no","yes","yes","no"
"LOYAL ORDER OF MOOSE 84","TITUSVILLE","PA",1909,"",1023643,9,0,0,823697,14525,26,60177,650203,147218,0,183112,563775,86428,922161,505468,416693,"no","yes","yes","yes","yes"
"BENEVOLENT & PROTECTIVE ORDER OF 1922 GLASGOW","GLASGOW","MT",1922,"",244412,5,11740,0,207018,15542,1601,104856,184558,0,0,33862,171712,12846,211123,63496,147627,"no","no","no","","no"
"FRATERNAL ORDER OF EAGLES 4289 AERIE","GRATIS","OH",1991,"",769035,14,0,0,593617,15090,8220,0,122338,0,1902,0,89456,32882,626091,671,625420,"no","yes","yes","yes","no"
"BENEVOLENT & PROTECTIVE ORDER ELKS 493","CENTRALIA","IL",NA,"",386303,11,-1372,0,1089000,11000,20081,39193,208295,0,4151,103594,296734,-88439,1029000,27087,1001913,"no","yes","yes","no","no"
"WARREN-HENDERSON FARM BUREAU","MONMOUTH","IL",1989,"",301946,16,30303,0,828550,141185,16398,20144,220510,0,0,88610,220686,-176,825112,50455,774657,"no","yes","yes","yes","yes"
"WOODLAND SPRINGS INC CO Kirkpatrick Management Company","Indianapolis","IN",1968,"",262149,416,1686,0,532589,0,1686,215688,262149,0,0,0,311564,-49415,443682,150137,293545,"no","yes","no","no","no"
"LUBBOCK APARTMENT ASSOCIATION INC","LUBBOCK","TX",1967,"",868742,15,0,0,948242,14500,2805,817247,867554,41638,626,288633,969646,-102092,853659,476,853183,"no","yes","yes","yes","no"
"EDUCATE GIRLS","AUSTIN","TX",2013,"true",1601723,5,0,2148,1991645,1601723,0,0,1601723,1091813,0,176479,1464538,137185,2128776,3929,2124847,"no","no","yes","no","no"
"BPOE ELKS LODGE #1291","LAKELAND","FL",1912,"",427692,11,4876,0,362987,90798,591,336303,427692,0,0,62154,404457,23235,397026,47785,349241,"no","yes","yes","yes","no"
"FUTURE FARMERS OF AMERICA - MICHIGAN FFA","EAST LANSING","MI",1929,"true",534458,12,0,0,85425,534458,0,0,534458,0,0,26704,599289,-64831,20593,0,20593,"no","no","no","","no"
"ABILITYPLUS INC","GLEN","NH",1997,"true",120877,5,0,2689,161927,103980,12,16885,120877,16103,0,62674,116620,4257,166189,0,166189,"no","no","yes","yes","yes"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS ELKS LODGE 1927","ATHENS","TN",1954,"",145648,193,0,8613,290069,24403,3923,0,51445,0,0,4200,81008,-29563,267916,14154,253762,"no","yes","yes","no","no"
"GREATER GREENVILLE SCOTTISH GAMES & HIGHLAND FESTIVAL","GREENVILLE","SC",2005,"true",356723,12,0,0,6153,217500,0,139223,356723,0,0,0,330589,26134,32287,0,32287,"no","no","no","","no"
"EAGLE ROCK SENIOR CITIZEN'S HOUSING ASSOCIATION","WEST ORANGE","NJ",1978,"true",1764707,5,0,0,2405150,0,567,1761219,1764707,0,0,253824,1344953,419754,2492522,982766,1509756,"no","no","no","","no"
"MONROE PLUMBERS & PIPEFITTERS LOCAL 671 JOINT APPRENTICE & TRAINING PLAN","MONROE","MI",1981,"",348430,8,0,0,682423,328747,94,13650,348430,0,0,199795,291704,56726,739897,3948,735949,"no","no","no","","yes"
"VENICE-NOKOMIS #1854 BPO ELKS","NOKOMIS","FL",1952,"",212217,9,0,0,2265296,103790,6,0,162243,0,0,9020,179268,-17025,2244997,89590,2155407,"no","yes","yes","yes","no"
"WEST CENTRAL MO GREENLEAF ESTATES INC","APPLETON CITY","MO",NA,"true",308839,6,0,0,649235,29146,255,279438,308839,0,0,78404,309643,-804,611193,760544,-149351,"no","no","yes","yes","yes"
"American Civil Liberties Union of West Virginia Fo","Charleston","WV",1985,"true",747625,20,0,22070,377279,719832,1906,25500,747625,0,0,415905,515210,232415,628035,36842,591193,"no","no","yes","yes","yes"
"COMMUNITY CONCERTS OF LAKE CITY INC","LAKE CITY","FL",1958,"true",32643,11,0,0,56576,32643,0,0,32643,0,0,0,32675,-32,56544,0,56544,"no","no","no","","no"
"Epsilon Alpha House Corporation","Dacula","GA",1952,"",85800,13,0,0,809880,0,0,0,85800,0,0,0,94203,-8403,866379,511947,354432,"no","no","no","","no"
"AMERICAN HIGHLAND CATTLE ASSOCIATION","BRIGHTON","CO",1948,"",291379,15,0,11802,187603,75969,39,172676,253136,0,0,87208,221795,31341,220232,3876,216356,"no","yes","yes","yes","yes"
"FRIENDS OF COLUMBIA PSYCHOANALYTIC CENTER INC","NEW YORK","NY",1982,"true",2606539,7,0,0,1927862,5700,69894,152327,223288,66544,0,12000,191525,31763,1967345,3646,1963699,"no","no","yes","yes","no"
"NATIVE AMERICAN BUSINESS ALLIANCE- LONG ISLAND INC","MASTIC","NY",NA,"",0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"no","no","no","","no"
"DELTA SIGMA PHI FRATERNITY INC ALPHA AL","CHAMPAIGN","IL",NA,"",74553,7,253,0,713723,0,253,74300,74553,0,0,32655,286529,-211976,623741,407154,216587,"no","yes","no","no","no"
"CIRCLE OF HOPE GIRLS' RANCH HOUSEHOLDER","HUMANSVILLE","MO",2006,"true",397164,4,113,0,416167,28146,4612,364406,397164,0,0,66681,334392,62772,783761,335957,447804,"no","no","no","","no"
"HOMECARE SERVICES INC OF DALLAS COUNTY","ADEL","IA",1967,"true",1220529,5,0,0,930149,175734,122,1000213,1220529,0,0,617800,1281200,-60671,840695,661690,179005,"no","no","yes","yes","no"
"FARMINGTON ELKS LODGE","FARMINGTON","MO",1949,"",485686,9,0,0,365116,76416,1350,119059,297768,0,0,0,237932,59836,423532,47255,376277,"no","yes","no","","no"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION 401","RENO","NV",1905,"",4386355,7,0,0,2838214,0,8175,4365576,4381341,0,5662,780835,1811435,2569906,5339004,14479,5324525,"no","yes","no","","no"
"NORTHAMPTON AREA PUBLIC LIBRARYINC","NORTHAMPTON","PA",NA,"true",480845,7,0,5131,603697,418807,17690,32493,480845,0,0,300178,460758,20087,634908,2889,632019,"no","no","yes","no","yes"
"AMERICAN LEGION - MAINE DEPARTMENT","WINSLOW","ME",1919,"",822568,60,0,0,1041784,551464,642,206824,822568,2000,0,256622,860666,-38098,993074,360310,632764,"no","no","no","","no"
"PLATTEVILLE ELKS LODGE 1460 LTD","PLATTEVILLE","WI",1926,"",111063,7,0,0,95149,18185,1926,0,68826,0,0,1600,67558,1268,112090,32858,79232,"no","yes","no","","no"
"FOREST HILLS FOUNDATION FOR EDUCATION INC","CINCINNATI","OH",2008,"true",246925,29,0,0,243598,25883,407,0,130169,0,0,30796,80132,50037,294321,0,294321,"no","no","no","","no"
"ORANGE COUNTY ELECTRICAL JOINT APPRENTICESHIP AND TRAINING TRUST","SANTA ANA","CA",1996,"true",2135203,9,0,0,4139272,0,68056,2050347,2135203,0,0,1155253,1577517,557686,4648722,78042,4570680,"no","yes","no","no","no"
"LAMBDA GAMMA OF CHI OMEGA HOUSE CORPORATION","CHARLOTTESVILLE","VA",1978,"",338851,3,0,0,1753434,11800,11,327040,338851,0,0,0,307262,31589,1727267,1054671,672596,"no","no","no","","no"
"PLEASANT VALLEY HIGH SCHOOL SPORTS BOOSTERS","CHICO","CA",2007,"true",429093,15,0,0,227580,147721,910,2582,345552,2965,0,0,307908,37644,254293,4000,250293,"no","no","no","no","no"
"ROTARY INTERNATIONAL MARTIN","MARTIN","TN",NA,"",43201,14,0,0,68601,43101,100,0,43201,0,0,0,39401,3800,72401,0,72401,"no","no","no","","no"
"BISMARCK COMMUNITY ACTION CENTER","BISMARCK","MO",1982,"true",250758,7,0,0,100926,144169,51,97853,250758,0,0,99502,238024,12734,113660,0,113660,"no","no","yes","yes","no"
"SOUTHWEST PIPE TRADES ASSOCIATION","LUBBOCK","TX",1951,"",2843188,13,0,0,1004405,2611013,126,0,2843188,0,0,1500758,2964527,-121339,916567,296043,620524,"no","yes","yes","yes","no"
"KEARNEY JUBILEE CENTER","KEARNEY","NE",NA,"true",327071,12,0,9269,122719,212385,498,79015,322272,0,0,118192,239814,82458,206649,7498,199151,"no","no","yes","no","yes"
"Morgan Pressel Foundation Inc","Boca Raton","FL",2010,"true",1147343,7,0,240913,1092281,1147343,0,0,1147343,131000,0,0,459905,687438,1779719,0,1779719,"no","no","no","no","no"
"MOUNT CARMEL LODGE 715 BPOE ELKS","MOUNT CARMEL","IL",1958,"",286986,7,0,0,561022,32342,4697,0,193648,0,0,75734,207407,-13759,546373,13997,532376,"no","no","no","","no"
"FIRST STEP APARTMENTS INC","LITTLE ROCK","AR",1995,"true",158343,3,0,0,683624,0,130,158213,158343,0,0,28051,156418,1925,680905,13296,667609,"yes","yes","yes","yes","no"
"LAMAR SHELTERED WORKSHOP INC","LAMAR","MO",1973,"true",346450,8,0,0,820742,111252,1111,0,223748,0,0,175151,290481,-66733,787825,84360,703465,"no","no","no","","no"
"DECK THE CHAIRS INC","JACKSONVILLE BEACH","FL",2014,"true",120303,7,0,0,13835,29555,0,90748,120303,8000,0,0,109465,10838,4673,0,4673,"no","no","yes","yes","no"
"BPO Elks Key West Lodge No 551","Key West","FL",1902,"",18151,9,0,0,639769,11744,3407,3000,18151,0,0,0,29191,-11040,625926,5111,620815,"no","yes","no","","no"
"CAPPS-BATAVIA VOL FIRE PROTECTION ASSN","HARRISON","AR",1991,"",93660,9,0,0,307697,85541,1231,0,86772,0,0,963,68647,18125,313083,63581,249502,"no","yes","no","","no"
"SUPREME COUNCIL FITZWATER DEVELOPMENT CORPORATION","PHILADELPHIA","PA",1985,"true",1855952,14,0,0,6602968,0,129,1852494,1855952,0,0,584751,2195906,-339954,6034390,9308098,-3273708,"yes","no","no","","no"
"INTERNATIONAL ASSOCIATION OF LIONS CLUBS","Sandy Spring","MD",1946,"",53602,9,0,481,19940,7489,68,0,41373,9637,941,0,36744,4629,24569,0,24569,"no","yes","no","","no"
"Newmansville Volunteer Fire Department","Chuckey","TN",1982,"true",28597,4,0,1624,88625,28579,18,0,28597,0,0,0,42754,-14157,67590,9259,58331,"yes","no","no","","no"
"WEST WARWICK LODGE #1697 BPOE ELKS","WEST WARWICK","RI",1946,"",239327,9,0,0,54010,21368,2,0,119219,0,0,36196,96291,22928,52196,114377,-62181,"no","yes","no","","no"
"GREENVILLE ELKS LODGE 858","GREENVILLE","SC",NA,"",828179,4,-2392,0,390102,10335,4,0,54522,0,0,7320,70356,-15834,382404,36080,346324,"no","no","no","no","no"
"REDWOOD CITY # 1991 BPO ELKS","REDWOOD CITY","CA",1965,"",1419493,5,448846,0,2963710,412726,4575,585012,1246554,0,0,437801,1324566,-78012,2866272,240202,2626070,"no","yes","yes","yes","no"
"PTA Texas Congress Wm B Travis Elementa","Houston","TX",NA,"true",216601,6,0,0,143408,14771,0,0,181647,158822,0,0,160683,20964,164372,0,164372,"no","yes","yes","yes","no"
"LAKE MARY MONTESSORI ACADEMY INC","WINTER SPRINGS","FL",2001,"true",1496167,5,0,5425,2049044,1,7472,1488694,1496167,2103,0,985729,1428098,68069,2061820,371871,1689949,"no","no","yes","yes","no"
"GRACE CHRISTIAN SCHOOL OF CYPRESS CALIFORNIA","CYPRESS","CA",2010,"true",2961318,7,0,0,1719770,39600,0,2467789,2576381,0,0,1588635,2396950,179431,1794054,207641,1586413,"no","no","yes","yes","yes"
"LAWTON HERITAGE ASSOCIATION INC","LAWTON","OK",1973,"true",69523,19,0,0,739493,10664,11095,3801,30315,0,0,0,16927,13388,753528,1061,752467,"no","no","no","","no"
"ALPHA GAMMA DELTA FOUNDATION INC","INDIANAPOLIS","IN",1998,"true",12421288,9,0,302302,9485247,1377316,1305744,0,2683060,734083,0,401258,1522137,1160923,9981265,24885,9956380,"no","no","yes","yes","yes"
"NORTHERN ILLINOIS ELECTRICAL JOINT APPRENTICESHIP AND TRAINING TRUST","ROCKFORD","IL",1946,"true",1137473,8,0,0,2723055,0,7897,1129576,1137473,0,0,467517,845920,291553,3008213,0,3008213,"no","no","yes","yes","yes"
"ELKLAND LODGE 746","ELKLAND","PA",1940,"",731674,9,0,0,618301,28611,3047,408167,706861,85056,0,122599,622217,84644,707470,7004,700466,"no","no","no","","no"
"MERCIER LITERACY PROGRAM FOR CHILDREN INC","ROCHESTER","NY",2002,"true",0,3,0,0,580000,0,0,0,0,0,0,0,0,0,580000,164325,415675,"no","no","no","","no"
"JAMAICA AWARENESS ASSOCIATION OF CALIFORNIA INC","LOS ANGELES","CA",1987,"true",232645,11,0,1075,22547,156196,0,0,183670,100900,0,0,176135,7535,30082,0,30082,"no","no","yes","yes","no"
"SARASOTA COUNTY MEDICAL SOCIETY ALLIANCE FOUNDATION INC","SARASOTA","FL",NA,"true",57096,14,0,0,31975,500,0,56596,57096,12000,0,0,65639,-8543,23432,0,23432,"no","no","no","","no"
"Illinois Health Information Management Association","Salina","KS",1970,"",218871,14,1700,0,802794,100,8671,143014,151785,18800,0,0,88858,62927,865721,1738,863983,"yes","yes","yes","yes","no"
"GAMMA ZETA OF SIGMA KAPPA CORPORATION","BARTLETT","IL",1960,"",355649,4,243,0,693442,0,243,355406,355649,0,0,35387,368739,-13090,663020,30086,632934,"no","no","yes","yes","yes"
"Open Arms Christian Child Care Center","Lancaster","PA",2004,"true",371371,0,0,0,31014,17206,0,354165,371371,0,0,349629,401836,-30465,16295,90787,-74492,"no","no","yes","no","no"
"CENTER FOR DISPUTE SETTLEMENT INC","ROCHESTER","NY",1973,"true",1167956,13,0,0,187779,750357,0,417599,1167956,0,0,877638,1154330,13626,214050,65513,148537,"no","no","yes","yes","yes"
"BPO ELKS LODGE NO 214","GREAT FALLS","MT",1900,"",433198,11,130319,0,594493,0,6,47902,305324,0,0,128892,350217,-44893,565677,48683,516994,"no","yes","yes","yes","yes"
"STURGIS AREA COMMUNITY FOUNDATION","STURGIS","MI",2002,"true",9750162,8,0,59788,23628301,382117,1231423,0,1616490,752483,0,127456,1050841,565649,24912136,199826,24712310,"no","no","yes","yes","yes"
"BOCA GRANDE WOMAN'S CLUB INC","BOCA GRANDE","FL",1948,"true",881493,8,0,0,1041789,36440,13529,338890,717549,456940,0,0,534407,183142,1306088,43999,1262089,"no","no","yes","yes","yes"
"DEPT OF NM VETERANS OF FOREIGN WARS OF US","RUIDOSO DOWNS","NM",1934,"",224291,18,0,0,493393,148019,5254,54449,218612,0,0,66120,222914,-4302,489330,1375,487955,"no","no","yes","no","yes"
"Vermont ATV Sportsmans Association Inc","Barre","VT",1998,"true",619645,5,0,0,363988,583535,8139,16109,607783,0,0,207671,574062,33721,422954,260389,162565,"no","yes","yes","yes","yes"
"THE HOUSTON CLUB","HOUSTON","TX",1905,"",46216,21,0,0,865762,34749,0,0,46216,0,0,0,25446,20770,875944,0,875944,"no","yes","yes","yes","yes"
"HUBBARD LAKE COMMUNITY ASSOCIATION","Hubbard Lake","MI",1981,"",118669,10,0,0,540607,103080,3021,0,115769,100,5339,3946,102579,13190,562822,13500,549322,"no","no","no","no","no"
"TIME OUT CLUB OF HEMPSTEAD INC","HEMPSTEAD","NY",2000,"true",112967,5,0,0,19449,112967,0,0,112967,0,0,103075,129903,-16936,2513,0,2513,"no","no","no","yes","no"
"PINE HILLS COUNTRY CLUB INC","CALHOUN CITY","MS",1968,"",63590,6,0,0,86991,0,0,55320,63590,0,0,0,66289,-2699,84444,79792,4652,"no","no","no","","no"
"THOMAS NELSON COMMUNITY COLLEGE EDUCATIONAL FOUNDATION INC","HAMPTON","VA",1979,"true",1582057,17,0,76122,8909240,881911,602287,0,1481805,345287,0,360022,820943,660862,9747525,226132,9521393,"no","no","yes","yes","yes"
"Seismological Society of America","Albany","CA",1906,"true",2051286,14,0,46916,2509263,99016,68149,1865119,2051286,32769,0,425265,2109452,-58166,2678552,545769,2132783,"no","yes","yes","yes","yes"
"OSAGE HILLS RURAL FIREFIGHTERS ASSN","BARTLESVILLE","OK",NA,"true",42427,5,0,0,116612,20559,0,21868,42427,0,0,0,26713,15714,132326,0,132326,"no","no","no","","no"
"ALABAMA JUNIOR MISS SCHOLARSHIP FOUNDATION","MONTGOMERY","AL",1958,"true",247501,10,0,0,401443,235690,11811,0,247501,250881,0,0,253479,-5978,390315,0,390315,"no","no","no","","no"
"BLUEGRASS INDUSTRIAL FOUNDATION","LEXINGTON","KY",1982,"",62,5,0,0,88649,0,62,0,62,0,0,42200,88711,-88649,0,0,0,"no","no","no","","no"
"Lincoln Heights Tutorial Program","Los Angeles","CA",NA,"true",273401,8,1,0,1024,272605,1,795,273401,0,0,133045,274255,-854,170,0,170,"no","no","no","no","yes"
"OAK LAWN ELKS CLUB 2254","CHICAGO RIDGE","IL",1966,"",388853,15,60717,0,222674,8880,18,80562,238544,5225,0,91389,249312,-10768,218261,50174,168087,"no","yes","yes","yes","no"
"HUBBS FLORIDA OCEAN FUND INC","SAN DIEGO","CA",2004,"true",365439,5,0,0,18005,365422,17,0,365439,365422,0,0,365422,17,17912,15890,2022,"no","no","yes","yes","yes"
"Benevolent & Protective Order Of Lodge 159 Hastings","HASTINGS","NE",1905,"",59212,5,0,0,344716,59212,0,0,59212,0,2553,0,31387,27825,284591,283335,1256,"no","yes","no","","no"
"SHELTON-MONROE SWIM TEAM INC","SHELTON","CT",2006,"true",259481,10,0,0,276450,0,1067,257464,249863,62447,0,0,280445,-30582,245868,0,245868,"no","no","no","","no"
"GRAND MARAIS AREA TOURISM ASSOCIATI","GRAND MARAIS","MN",NA,"",443699,6,0,0,NA,0,0,443699,443699,443699,0,0,443699,0,0,0,0,"no","no","no","","no"
"THE MELISSA ROSE KRADIN FOUNDATION INC","CANTON","MA",2001,"true",1600,5,0,0,85606,0,1600,0,1600,2730,0,0,2945,-1345,83661,0,83661,"no","no","no","","no"
"BILLINGS ELKS MEMORIAL FUND","BILLINGS","MT",1979,"true",275919,7,0,0,565679,310,20806,0,21116,26000,0,0,35405,-14289,561178,0,561178,"no","no","no","no","yes"
"Casper Area Chamber of Commerce","Casper","WY",1920,"",292041,18,0,0,583091,0,933,238042,292041,0,0,213108,302885,-10844,561922,74204,487718,"no","yes","yes","no","no"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA 275 POUGHKEEPSIE","POUGHKEEPSIE","NY",1909,"",862753,9,88082,0,635383,5594,274,126675,632194,1095,0,163240,585860,46334,672886,117317,555569,"no","yes","no","no","no"
"ASSOCIATION FOR PLAY THERAPY INC","CLOVIS","CA",1994,"",1601756,9,24615,0,2378699,0,116538,1470352,1594191,0,0,574284,1383078,211113,2649781,722,2649059,"no","yes","yes","yes","yes"
"RIO GRANDE WATER USERS ASSOCIATION","MONTE VISTA","CO",NA,"",331959,13,0,0,25971,0,0,329976,331959,0,0,9427,353924,-21965,80625,89334,-8709,"no","no","yes","no","no"
"WASHINGTON INTERNATIONAL HORSE SHOW ASSOCIATION LTD","WASHINGTON","DC",1978,"true",3920652,30,0,91774,527975,993266,1171,2765626,3915121,28100,0,544104,3948301,-33180,461292,43720,417572,"no","no","yes","yes","yes"
"Downtown Denver Events Inc","Denver","CO",2004,"true",4829990,3,0,0,1722423,1339217,0,3333294,4829990,0,0,0,5910140,-1080150,613961,372177,241784,"yes","no","yes","yes","yes"
"HUMAN RIGHTS CAMPAIGN INC","WASHINGTON","DC",1982,"",49397112,31,450000,5777565,16197772,36428834,67809,450000,45636641,559846,0,15318292,43167397,2469244,19710097,6130462,13579635,"no","no","yes","yes","yes"
"CROUSE VOLUNTEER FIRE DEPART INC","Lincolnton","NC",1959,"true",241543,0,0,0,520841,19989,269,209105,241543,0,0,15719,153854,87689,549049,10583,538466,"no","no","no","","no"
"KNIGHTS OF COLUMBUS COUNCIL 4596","CAHOKIA","IL",1966,"",264399,12,0,0,999464,19491,2272,14598,13713,0,0,0,152301,-138588,860629,1523,859106,"no","yes","no","","no"
"NEW ROAD TO LEARNING INC","PENSACOLA","FL",2002,"true",1805366,3,0,0,3369542,9973,33,1795360,1805366,0,0,845990,1688060,117306,3405385,2877265,528120,"no","no","yes","no","no"
"BENEVOLENT PROTECTIVE ORDER ELKS 1283","MCMINNVILLE","OR",1916,"",44216,7,0,0,1249529,30908,10330,0,44156,9041,0,11934,96260,-52104,1204053,12278,1191775,"no","yes","yes","yes","no"
"DICKINSON YOUTH ACTIVITIES INC","DICKINSON","ND",1992,"true",6540017,7,0,0,966711,56063,20638,526109,1869085,155725,0,625181,1818441,50644,976877,54889,921988,"no","no","no","","no"
"SPOKANE VOA LIVING CENTER IV","SPOKANE","WA",1993,"true",176852,7,0,0,594231,119093,121,57638,176852,0,0,17599,213820,-36968,546391,1083103,-536712,"no","no","no","","no"
"VETERANS OF FOREIGN WARS AUXILIARY DEPT OF NJ","PEMBERTON","NJ",1925,"",138116,9,0,0,212804,137907,209,0,138116,0,86612,7100,126107,12009,224813,0,224813,"no","no","no","no","no"
"AMERICAN GENERAL TRAINING INC","BROOKLYN","NY",2006,"true",323433,2,0,0,13816,0,174,323259,323433,0,0,140167,273354,50079,53269,9352,43917,"no","no","no","","yes"
"BRIGHTFOCUS FOUNDATION","CLARKSBURG","MD",1973,"true",47461052,15,0,7064323,50937791,32362197,1854269,0,34904505,13475744,0,4985215,35815491,-910986,52594473,20725981,31868492,"no","no","yes","yes","yes"
"Gold Star Wives of America Inc C/O Prime Management Services","Birmingham","AL",2004,"",182154,22,0,0,576220,141212,10786,30156,182154,0,0,0,247885,-65731,517443,5527,511916,"no","no","no","","no"
"FLORIDA ASSOC OF CODE ENFORCEMENT C/O JAMES ACOSTA","ST AUGUSTINE","FL",1989,"",153369,8,0,0,154092,0,26,152908,153369,0,0,0,130287,23082,175185,7808,167377,"no","no","no","","no"
"BENEVOLENT & PROTECTIVE ORDER OF","CORVALLIS","OR",1942,"",428992,15,0,0,1584253,0,54585,58348,309366,0,0,76273,305876,3490,1571574,0,1571574,"no","no","no","","no"
"THE CHILD CENTER INC","WENTZVILLE","MO",1999,"true",1680987,14,0,186229,361077,417209,-2724,1184523,1642261,0,0,1091000,1484548,157713,532399,98415,433984,"no","no","yes","yes","no"
"SPRINGFIELD LODGE NO 51","SPRINGFIELD","OH",1886,"",1302650,5,0,0,966249,163333,0,362778,722611,0,1432,186135,746138,-23527,902836,761349,141487,"no","yes","no","","no"
"CORNERSTONE RHF HOUSING INC","LONG BEACH","CA",1999,"true",348355,7,0,0,2951011,200803,556,145066,348355,0,0,0,478463,-130108,2919192,4208784,-1289592,"yes","yes","yes","yes","yes"
"AMARILLO AREA ADULT LITERACY COUNCIL INC","AMARILLO","TX",1984,"true",550,12,0,1795,25137,510,0,0,-200,38,0,16878,23966,-24166,0,0,0,"no","no","no","","no"
"Benevolent and Protective Order of Elks","Chicago","IL",1895,"",51540880,9,882043,0,108609051,0,2547931,24157802,27860245,0,0,2310542,25212895,2647350,111175443,29161717,82013726,"no","yes","yes","yes","yes"
